"rules","support","confidence","lift","count"
"{index=[ 1.0,10.8),CL=[14.7,21.3)} => {CW=[17.1,24.6)}",0.075,1,11.7647058823529,15
"{RW=[ 6.50, 9.24),BD=[ 6.1, 9.2)} => {CL=[14.7,21.3)}",0.065,1,13.3333333333333,13
"{RW=[ 6.50, 9.24),CL=[14.7,21.3)} => {index=[ 1.0,10.8)}",0.07,1,5,14
"{CL=[14.7,21.3),BD=[ 6.1, 9.2)} => {index=[ 1.0,10.8)}",0.07,1,5,14
"{RW=[ 6.50, 9.24),BD=[ 6.1, 9.2)} => {CW=[17.1,24.6)}",0.065,1,11.7647058823529,13
"{RW=[ 6.50, 9.24),CW=[17.1,24.6)} => {index=[ 1.0,10.8)}",0.075,1,5,15
"{CW=[17.1,24.6),BD=[ 6.1, 9.2)} => {index=[ 1.0,10.8)}",0.07,1,5,14
"{RW=[ 6.50, 9.24),BD=[ 6.1, 9.2)} => {index=[ 1.0,10.8)}",0.065,1,5,13
"{sex=[0.0,0.2),RW=[ 6.50, 9.24)} => {index=[ 1.0,10.8)}",0.055,1,5,11
"{CW=[47.1,54.6],BD=[18.5,21.6]} => {CL=[41.0,47.6]}",0.075,1,9.09090909090909,15
"{FL=[19.9,23.1],CW=[47.1,54.6]} => {BD=[18.5,21.6]}",0.07,1,10,14
"{CW=[47.1,54.6],BD=[18.5,21.6]} => {index=[40.2,50.0]}",0.075,1,5,15
"{FL=[19.9,23.1],CW=[47.1,54.6]} => {CL=[41.0,47.6]}",0.07,1,9.09090909090909,14
"{RW=[14.72,17.46),CL=[41.0,47.6]} => {CW=[47.1,54.6]}",0.07,1,10,14
"{CL=[41.0,47.6],CW=[47.1,54.6]} => {index=[40.2,50.0]}",0.095,1,5,19
"{index=[40.2,50.0],CW=[47.1,54.6]} => {CL=[41.0,47.6]}",0.095,0.95,8.63636363636364,19
"{sex=[0.0,0.2),CW=[47.1,54.6]} => {CL=[41.0,47.6]}",0.07,1,9.09090909090909,14
"{FL=[19.9,23.1],CW=[47.1,54.6]} => {index=[40.2,50.0]}",0.07,1,5,14
"{RW=[14.72,17.46),CW=[47.1,54.6]} => {index=[40.2,50.0]}",0.075,1,5,15
"{sex=[0.0,0.2),RW=[14.72,17.46)} => {CW=[47.1,54.6]}",0.055,1,10,11
"{sex=[0.0,0.2),CW=[47.1,54.6]} => {index=[40.2,50.0]}",0.07,1,5,14
"{FL=[19.9,23.1],CL=[41.0,47.6]} => {BD=[18.5,21.6]}",0.085,1,10,17
"{CL=[41.0,47.6],BD=[18.5,21.6]} => {index=[40.2,50.0]}",0.09,1,5,18
"{sex=[0.0,0.2),BD=[18.5,21.6]} => {CL=[41.0,47.6]}",0.055,1,9.09090909090909,11
"{RW=[14.72,17.46),BD=[18.5,21.6]} => {FL=[19.9,23.1]}",0.065,1,8.69565217391304,13
"{sex=[0.0,0.2),BD=[18.5,21.6]} => {index=[40.2,50.0]}",0.055,1,5,11
"{FL=[19.9,23.1],CL=[41.0,47.6]} => {index=[40.2,50.0]}",0.085,1,5,17
"{RW=[14.72,17.46),CL=[41.0,47.6]} => {index=[40.2,50.0]}",0.07,1,5,14
"{sex=[0.0,0.2),RW=[14.72,17.46)} => {CL=[41.0,47.6]}",0.055,1,9.09090909090909,11
"{sex=[0.0,0.2),CL=[41.0,47.6]} => {index=[40.2,50.0]}",0.075,1,5,15
"{sex=[0.0,0.2),FL=[19.9,23.1]} => {index=[40.2,50.0]}",0.055,1,5,11
"{sex=[0.0,0.2),RW=[14.72,17.46)} => {index=[40.2,50.0]}",0.055,1,5,11
"{RW=[14.72,17.46),CW=[39.6,47.1)} => {CL=[34.4,41.0)}",0.095,1,3.50877192982456,19
"{RW=[14.72,17.46),CW=[39.6,47.1)} => {sex=[0.8,1.0]}",0.095,1,2,19
"{RW=[14.72,17.46),CL=[34.4,41.0)} => {sex=[0.8,1.0]}",0.105,1,2,21
"{index=[30.4,40.2),BD=[15.4,18.5)} => {CW=[39.6,47.1)}",0.11,1,3.7037037037037,22
"{index=[30.4,40.2),BD=[15.4,18.5)} => {CL=[34.4,41.0)}",0.11,1,3.50877192982456,22
"{index=[30.4,40.2),FL=[16.7,19.9)} => {CW=[39.6,47.1)}",0.11,0.956521739130435,3.5426731078905,22
"{index=[30.4,40.2),FL=[16.7,19.9)} => {CL=[34.4,41.0)}",0.115,1,3.50877192982456,23
"{index=[30.4,40.2),CW=[39.6,47.1)} => {CL=[34.4,41.0)}",0.145,1,3.50877192982456,29
"{index=[30.4,40.2),CL=[34.4,41.0)} => {CW=[39.6,47.1)}",0.145,0.966666666666667,3.58024691358025,29
"{sex=[0.0,0.2),index=[30.4,40.2)} => {CW=[39.6,47.1)}",0.1,1,3.7037037037037,20
"{sex=[0.0,0.2),index=[30.4,40.2)} => {CL=[34.4,41.0)}",0.1,1,3.50877192982456,20
"{index=[30.4,40.2),CL=[27.9,34.4)} => {CW=[32.1,39.6)}",0.05,1,3.125,10
"{index=[30.4,40.2),CL=[27.9,34.4)} => {FL=[13.6,16.7)}",0.05,1,3.03030303030303,10
"{index=[30.4,40.2),CL=[27.9,34.4)} => {RW=[11.98,14.72)}",0.05,1,2.53164556962025,10
"{index=[30.4,40.2),CL=[27.9,34.4)} => {sex=[0.8,1.0]}",0.05,1,2,10
"{index=[30.4,40.2),CW=[32.1,39.6)} => {RW=[11.98,14.72)}",0.055,1,2.53164556962025,11
"{index=[30.4,40.2),CW=[32.1,39.6)} => {sex=[0.8,1.0]}",0.055,1,2,11
"{index=[30.4,40.2),FL=[13.6,16.7)} => {RW=[11.98,14.72)}",0.075,1,2.53164556962025,15
"{sex=[0.0,0.2),index=[30.4,40.2)} => {RW=[11.98,14.72)}",0.1,1,2.53164556962025,20
"{index=[10.8,20.6),CW=[24.6,32.1)} => {RW=[ 9.24,11.98)}",0.1,0.952380952380952,3.07219662058372,20
"{sex=[0.0,0.2),index=[10.8,20.6)} => {RW=[ 9.24,11.98)}",0.1,1,3.2258064516129,20
"{index=[10.8,20.6),BD=[12.3,15.4)} => {CL=[27.9,34.4)}",0.095,0.95,3.01587301587302,19
"{index=[10.8,20.6),FL=[13.6,16.7)} => {CL=[27.9,34.4)}",0.095,0.95,3.01587301587302,19
"{index=[10.8,20.6),BD=[12.3,15.4)} => {FL=[13.6,16.7)}",0.095,0.95,2.87878787878788,19
"{index=[10.8,20.6),FL=[13.6,16.7)} => {BD=[12.3,15.4)}",0.095,0.95,2.87878787878788,19
"{index=[10.8,20.6),RW=[11.98,14.72)} => {sex=[0.8,1.0]}",0.055,1,2,11
"{index=[ 1.0,10.8),CW=[24.6,32.1)} => {CL=[21.3,27.9)}",0.095,0.95,4.41860465116279,19
"{index=[20.6,30.4),BD=[15.4,18.5)} => {FL=[16.7,19.9)}",0.065,1,3.92156862745098,13
"{index=[20.6,30.4),CL=[27.9,34.4)} => {CW=[32.1,39.6)}",0.11,0.956521739130435,2.98913043478261,22
"{FL=[10.4,13.6),CW=[24.6,32.1)} => {CL=[21.3,27.9)}",0.175,0.972222222222222,4.52196382428941,35
"{CL=[21.3,27.9),BD=[ 9.2,12.3)} => {FL=[10.4,13.6)}",0.18,0.972972972972973,4.32432432432432,36
"{CW=[24.6,32.1),BD=[ 9.2,12.3)} => {CL=[21.3,27.9)}",0.165,0.970588235294118,4.51436388508892,33
"{sex=[0.0,0.2),CL=[21.3,27.9)} => {CW=[24.6,32.1)}",0.095,0.95,4.22222222222222,19
"{sex=[0.0,0.2),CL=[21.3,27.9)} => {BD=[ 9.2,12.3)}",0.095,0.95,4.1304347826087,19
"{CW=[24.6,32.1),BD=[ 9.2,12.3)} => {FL=[10.4,13.6)}",0.165,0.970588235294118,4.31372549019608,33
"{sex=[0.0,0.2),FL=[10.4,13.6)} => {BD=[ 9.2,12.3)}",0.105,1,4.34782608695652,21
"{CW=[39.6,47.1),BD=[15.4,18.5)} => {CL=[34.4,41.0)}",0.195,1,3.50877192982456,39
"{sex=[0.8,1.0],BD=[15.4,18.5)} => {CL=[34.4,41.0)}",0.105,0.954545454545455,3.34928229665072,21
"{FL=[16.7,19.9),CW=[39.6,47.1)} => {CL=[34.4,41.0)}",0.175,1,3.50877192982456,35
"{sex=[0.0,0.2),CW=[39.6,47.1)} => {CL=[34.4,41.0)}",0.135,0.964285714285714,3.38345864661654,27
"{sex=[0.0,0.2),CW=[39.6,47.1)} => {RW=[11.98,14.72)}",0.14,1,2.53164556962025,28
"{sex=[0.0,0.2),CL=[34.4,41.0)} => {RW=[11.98,14.72)}",0.15,1,2.53164556962025,30
"{RW=[ 9.24,11.98),CL=[27.9,34.4)} => {sex=[0.0,0.2)}",0.115,0.958333333333333,1.91666666666667,23
"{RW=[ 9.24,11.98),BD=[12.3,15.4)} => {FL=[13.6,16.7)}",0.11,1,3.03030303030303,22
"{RW=[ 9.24,11.98),BD=[12.3,15.4)} => {sex=[0.0,0.2)}",0.105,0.954545454545455,1.90909090909091,21
"{FL=[13.6,16.7),RW=[ 9.24,11.98)} => {sex=[0.0,0.2)}",0.115,0.958333333333333,1.91666666666667,23
"{CW=[32.1,39.6),BD=[12.3,15.4)} => {CL=[27.9,34.4)}",0.24,0.979591836734694,3.10981535471331,48
"{FL=[13.6,16.7),CW=[32.1,39.6)} => {CL=[27.9,34.4)}",0.24,1,3.17460317460317,48
"{sex=[0.8,1.0],CL=[27.9,34.4)} => {RW=[11.98,14.72)}",0.175,0.972222222222222,2.46132208157525,35
"{FL=[ 7.2,10.4),RW=[ 6.50, 9.24),CL=[14.7,21.3)} => {CW=[17.1,24.6)}",0.065,1,11.7647058823529,13
"{FL=[ 7.2,10.4),RW=[ 6.50, 9.24),CW=[17.1,24.6)} => {CL=[14.7,21.3)}",0.065,1,13.3333333333333,13
"{FL=[ 7.2,10.4),CL=[14.7,21.3),CW=[17.1,24.6)} => {BD=[ 6.1, 9.2)}",0.07,1,11.1111111111111,14
"{FL=[ 7.2,10.4),CL=[14.7,21.3),BD=[ 6.1, 9.2)} => {CW=[17.1,24.6)}",0.07,1,11.7647058823529,14
"{FL=[ 7.2,10.4),CW=[17.1,24.6),BD=[ 6.1, 9.2)} => {CL=[14.7,21.3)}",0.07,1,13.3333333333333,14
"{CL=[14.7,21.3),CW=[17.1,24.6),BD=[ 6.1, 9.2)} => {FL=[ 7.2,10.4)}",0.07,1,13.3333333333333,14
"{FL=[ 7.2,10.4),CL=[14.7,21.3),CW=[17.1,24.6)} => {index=[ 1.0,10.8)}",0.07,1,5,14
"{index=[ 1.0,10.8),FL=[ 7.2,10.4),CL=[14.7,21.3)} => {CW=[17.1,24.6)}",0.07,1,11.7647058823529,14
"{index=[ 1.0,10.8),FL=[ 7.2,10.4),CW=[17.1,24.6)} => {CL=[14.7,21.3)}",0.07,1,13.3333333333333,14
"{FL=[ 7.2,10.4),RW=[ 6.50, 9.24),CL=[14.7,21.3)} => {BD=[ 6.1, 9.2)}",0.065,1,11.1111111111111,13
"{FL=[ 7.2,10.4),RW=[ 6.50, 9.24),BD=[ 6.1, 9.2)} => {CL=[14.7,21.3)}",0.065,1,13.3333333333333,13
"{RW=[ 6.50, 9.24),CL=[14.7,21.3),BD=[ 6.1, 9.2)} => {FL=[ 7.2,10.4)}",0.065,1,13.3333333333333,13
"{FL=[ 7.2,10.4),RW=[ 6.50, 9.24),CL=[14.7,21.3)} => {index=[ 1.0,10.8)}",0.065,1,5,13
"{index=[ 1.0,10.8),FL=[ 7.2,10.4),RW=[ 6.50, 9.24)} => {CL=[14.7,21.3)}",0.065,1,13.3333333333333,13
"{FL=[ 7.2,10.4),CL=[14.7,21.3),BD=[ 6.1, 9.2)} => {index=[ 1.0,10.8)}",0.07,1,5,14
"{index=[ 1.0,10.8),FL=[ 7.2,10.4),CL=[14.7,21.3)} => {BD=[ 6.1, 9.2)}",0.07,1,11.1111111111111,14
"{index=[ 1.0,10.8),CL=[14.7,21.3),BD=[ 6.1, 9.2)} => {FL=[ 7.2,10.4)}",0.07,1,13.3333333333333,14
"{FL=[ 7.2,10.4),RW=[ 6.50, 9.24),CW=[17.1,24.6)} => {BD=[ 6.1, 9.2)}",0.065,1,11.1111111111111,13
"{FL=[ 7.2,10.4),RW=[ 6.50, 9.24),BD=[ 6.1, 9.2)} => {CW=[17.1,24.6)}",0.065,1,11.7647058823529,13
"{RW=[ 6.50, 9.24),CW=[17.1,24.6),BD=[ 6.1, 9.2)} => {FL=[ 7.2,10.4)}",0.065,1,13.3333333333333,13
"{FL=[ 7.2,10.4),RW=[ 6.50, 9.24),CW=[17.1,24.6)} => {index=[ 1.0,10.8)}",0.065,1,5,13
"{index=[ 1.0,10.8),FL=[ 7.2,10.4),RW=[ 6.50, 9.24)} => {CW=[17.1,24.6)}",0.065,1,11.7647058823529,13
"{FL=[ 7.2,10.4),CW=[17.1,24.6),BD=[ 6.1, 9.2)} => {index=[ 1.0,10.8)}",0.07,1,5,14
"{index=[ 1.0,10.8),FL=[ 7.2,10.4),CW=[17.1,24.6)} => {BD=[ 6.1, 9.2)}",0.07,1,11.1111111111111,14
"{index=[ 1.0,10.8),CW=[17.1,24.6),BD=[ 6.1, 9.2)} => {FL=[ 7.2,10.4)}",0.07,1,13.3333333333333,14
"{FL=[ 7.2,10.4),RW=[ 6.50, 9.24),BD=[ 6.1, 9.2)} => {index=[ 1.0,10.8)}",0.065,1,5,13
"{index=[ 1.0,10.8),FL=[ 7.2,10.4),RW=[ 6.50, 9.24)} => {BD=[ 6.1, 9.2)}",0.065,1,11.1111111111111,13
"{index=[ 1.0,10.8),RW=[ 6.50, 9.24),BD=[ 6.1, 9.2)} => {FL=[ 7.2,10.4)}",0.065,1,13.3333333333333,13
"{RW=[ 6.50, 9.24),CL=[14.7,21.3),BD=[ 6.1, 9.2)} => {CW=[17.1,24.6)}",0.065,1,11.7647058823529,13
"{RW=[ 6.50, 9.24),CW=[17.1,24.6),BD=[ 6.1, 9.2)} => {CL=[14.7,21.3)}",0.065,1,13.3333333333333,13
"{RW=[ 6.50, 9.24),CL=[14.7,21.3),CW=[17.1,24.6)} => {index=[ 1.0,10.8)}",0.07,1,5,14
"{index=[ 1.0,10.8),RW=[ 6.50, 9.24),CL=[14.7,21.3)} => {CW=[17.1,24.6)}",0.07,1,11.7647058823529,14
"{CL=[14.7,21.3),CW=[17.1,24.6),BD=[ 6.1, 9.2)} => {index=[ 1.0,10.8)}",0.07,1,5,14
"{index=[ 1.0,10.8),CL=[14.7,21.3),BD=[ 6.1, 9.2)} => {CW=[17.1,24.6)}",0.07,1,11.7647058823529,14
"{index=[ 1.0,10.8),CW=[17.1,24.6),BD=[ 6.1, 9.2)} => {CL=[14.7,21.3)}",0.07,1,13.3333333333333,14
"{RW=[ 6.50, 9.24),CL=[14.7,21.3),BD=[ 6.1, 9.2)} => {index=[ 1.0,10.8)}",0.065,1,5,13
"{index=[ 1.0,10.8),RW=[ 6.50, 9.24),BD=[ 6.1, 9.2)} => {CL=[14.7,21.3)}",0.065,1,13.3333333333333,13
"{RW=[ 6.50, 9.24),CW=[17.1,24.6),BD=[ 6.1, 9.2)} => {index=[ 1.0,10.8)}",0.065,1,5,13
"{index=[ 1.0,10.8),RW=[ 6.50, 9.24),BD=[ 6.1, 9.2)} => {CW=[17.1,24.6)}",0.065,1,11.7647058823529,13
"{FL=[19.9,23.1],CW=[47.1,54.6],BD=[18.5,21.6]} => {CL=[41.0,47.6]}",0.07,1,9.09090909090909,14
"{FL=[19.9,23.1],CL=[41.0,47.6],CW=[47.1,54.6]} => {BD=[18.5,21.6]}",0.07,1,10,14
"{RW=[14.72,17.46),CW=[47.1,54.6],BD=[18.5,21.6]} => {CL=[41.0,47.6]}",0.06,1,9.09090909090909,12
"{RW=[14.72,17.46),CL=[41.0,47.6],BD=[18.5,21.6]} => {CW=[47.1,54.6]}",0.06,1,10,12
"{CL=[41.0,47.6],CW=[47.1,54.6],BD=[18.5,21.6]} => {index=[40.2,50.0]}",0.075,1,5,15
"{index=[40.2,50.0],CW=[47.1,54.6],BD=[18.5,21.6]} => {CL=[41.0,47.6]}",0.075,1,9.09090909090909,15
"{sex=[0.0,0.2),CW=[47.1,54.6],BD=[18.5,21.6]} => {CL=[41.0,47.6]}",0.05,1,9.09090909090909,10
"{RW=[14.72,17.46),CW=[47.1,54.6],BD=[18.5,21.6]} => {FL=[19.9,23.1]}",0.06,1,8.69565217391304,12
"{FL=[19.9,23.1],RW=[14.72,17.46),CW=[47.1,54.6]} => {BD=[18.5,21.6]}",0.06,1,10,12
"{FL=[19.9,23.1],CW=[47.1,54.6],BD=[18.5,21.6]} => {index=[40.2,50.0]}",0.07,1,5,14
"{index=[40.2,50.0],FL=[19.9,23.1],CW=[47.1,54.6]} => {BD=[18.5,21.6]}",0.07,1,10,14
"{RW=[14.72,17.46),CW=[47.1,54.6],BD=[18.5,21.6]} => {index=[40.2,50.0]}",0.06,1,5,12
"{index=[40.2,50.0],RW=[14.72,17.46),BD=[18.5,21.6]} => {CW=[47.1,54.6]}",0.06,1,10,12
"{sex=[0.0,0.2),CW=[47.1,54.6],BD=[18.5,21.6]} => {index=[40.2,50.0]}",0.05,1,5,10
"{FL=[19.9,23.1],RW=[14.72,17.46),CW=[47.1,54.6]} => {CL=[41.0,47.6]}",0.06,1,9.09090909090909,12
"{FL=[19.9,23.1],RW=[14.72,17.46),CL=[41.0,47.6]} => {CW=[47.1,54.6]}",0.06,1,10,12
"{FL=[19.9,23.1],CL=[41.0,47.6],CW=[47.1,54.6]} => {index=[40.2,50.0]}",0.07,1,5,14
"{index=[40.2,50.0],FL=[19.9,23.1],CW=[47.1,54.6]} => {CL=[41.0,47.6]}",0.07,1,9.09090909090909,14
"{RW=[14.72,17.46),CL=[41.0,47.6],CW=[47.1,54.6]} => {index=[40.2,50.0]}",0.07,1,5,14
"{index=[40.2,50.0],RW=[14.72,17.46),CL=[41.0,47.6]} => {CW=[47.1,54.6]}",0.07,1,10,14
"{sex=[0.0,0.2),RW=[14.72,17.46),CW=[47.1,54.6]} => {CL=[41.0,47.6]}",0.055,1,9.09090909090909,11
"{sex=[0.0,0.2),RW=[14.72,17.46),CL=[41.0,47.6]} => {CW=[47.1,54.6]}",0.055,1,10,11
"{sex=[0.0,0.2),CL=[41.0,47.6],CW=[47.1,54.6]} => {index=[40.2,50.0]}",0.07,1,5,14
"{sex=[0.0,0.2),index=[40.2,50.0],CW=[47.1,54.6]} => {CL=[41.0,47.6]}",0.07,1,9.09090909090909,14
"{FL=[19.9,23.1],RW=[14.72,17.46),CW=[47.1,54.6]} => {index=[40.2,50.0]}",0.06,1,5,12
"{sex=[0.0,0.2),RW=[14.72,17.46),CW=[47.1,54.6]} => {index=[40.2,50.0]}",0.055,1,5,11
"{sex=[0.0,0.2),index=[40.2,50.0],RW=[14.72,17.46)} => {CW=[47.1,54.6]}",0.055,1,10,11
"{RW=[14.72,17.46),CL=[41.0,47.6],BD=[18.5,21.6]} => {FL=[19.9,23.1]}",0.06,1,8.69565217391304,12
"{FL=[19.9,23.1],RW=[14.72,17.46),CL=[41.0,47.6]} => {BD=[18.5,21.6]}",0.06,1,10,12
"{FL=[19.9,23.1],CL=[41.0,47.6],BD=[18.5,21.6]} => {index=[40.2,50.0]}",0.085,1,5,17
"{index=[40.2,50.0],FL=[19.9,23.1],CL=[41.0,47.6]} => {BD=[18.5,21.6]}",0.085,1,10,17
"{sex=[0.0,0.2),FL=[19.9,23.1],BD=[18.5,21.6]} => {CL=[41.0,47.6]}",0.05,1,9.09090909090909,10
"{sex=[0.0,0.2),FL=[19.9,23.1],CL=[41.0,47.6]} => {BD=[18.5,21.6]}",0.05,1,10,10
"{RW=[14.72,17.46),CL=[41.0,47.6],BD=[18.5,21.6]} => {index=[40.2,50.0]}",0.06,1,5,12
"{index=[40.2,50.0],RW=[14.72,17.46),BD=[18.5,21.6]} => {CL=[41.0,47.6]}",0.06,1,9.09090909090909,12
"{sex=[0.0,0.2),CL=[41.0,47.6],BD=[18.5,21.6]} => {index=[40.2,50.0]}",0.055,1,5,11
"{sex=[0.0,0.2),index=[40.2,50.0],BD=[18.5,21.6]} => {CL=[41.0,47.6]}",0.055,1,9.09090909090909,11
"{index=[40.2,50.0],RW=[14.72,17.46),BD=[18.5,21.6]} => {FL=[19.9,23.1]}",0.06,1,8.69565217391304,12
"{sex=[0.0,0.2),FL=[19.9,23.1],BD=[18.5,21.6]} => {index=[40.2,50.0]}",0.05,1,5,10
"{FL=[19.9,23.1],RW=[14.72,17.46),CL=[41.0,47.6]} => {index=[40.2,50.0]}",0.06,1,5,12
"{sex=[0.0,0.2),FL=[19.9,23.1],CL=[41.0,47.6]} => {index=[40.2,50.0]}",0.05,1,5,10
"{sex=[0.0,0.2),RW=[14.72,17.46),CL=[41.0,47.6]} => {index=[40.2,50.0]}",0.055,1,5,11
"{sex=[0.0,0.2),index=[40.2,50.0],RW=[14.72,17.46)} => {CL=[41.0,47.6]}",0.055,1,9.09090909090909,11
"{RW=[14.72,17.46),CW=[39.6,47.1),BD=[15.4,18.5)} => {CL=[34.4,41.0)}",0.075,1,3.50877192982456,15
"{RW=[14.72,17.46),CW=[39.6,47.1),BD=[15.4,18.5)} => {sex=[0.8,1.0]}",0.075,1,2,15
"{RW=[14.72,17.46),CL=[34.4,41.0),BD=[15.4,18.5)} => {sex=[0.8,1.0]}",0.085,1,2,17
"{sex=[0.8,1.0],RW=[14.72,17.46),BD=[15.4,18.5)} => {CL=[34.4,41.0)}",0.085,1,3.50877192982456,17
"{FL=[16.7,19.9),RW=[14.72,17.46),CW=[39.6,47.1)} => {CL=[34.4,41.0)}",0.06,1,3.50877192982456,12
"{FL=[16.7,19.9),RW=[14.72,17.46),CW=[39.6,47.1)} => {sex=[0.8,1.0]}",0.06,1,2,12
"{FL=[16.7,19.9),RW=[14.72,17.46),CL=[34.4,41.0)} => {sex=[0.8,1.0]}",0.07,1,2,14
"{sex=[0.8,1.0],FL=[16.7,19.9),RW=[14.72,17.46)} => {CL=[34.4,41.0)}",0.07,1,3.50877192982456,14
"{RW=[14.72,17.46),CL=[34.4,41.0),CW=[39.6,47.1)} => {sex=[0.8,1.0]}",0.095,1,2,19
"{sex=[0.8,1.0],RW=[14.72,17.46),CW=[39.6,47.1)} => {CL=[34.4,41.0)}",0.095,1,3.50877192982456,19
"{index=[40.2,50.0],CW=[39.6,47.1),BD=[15.4,18.5)} => {CL=[34.4,41.0)}",0.05,1,3.50877192982456,10
"{index=[30.4,40.2),FL=[16.7,19.9),BD=[15.4,18.5)} => {CW=[39.6,47.1)}",0.095,1,3.7037037037037,19
"{index=[30.4,40.2),FL=[16.7,19.9),BD=[15.4,18.5)} => {CL=[34.4,41.0)}",0.095,1,3.50877192982456,19
"{index=[30.4,40.2),CW=[39.6,47.1),BD=[15.4,18.5)} => {CL=[34.4,41.0)}",0.11,1,3.50877192982456,22
"{index=[30.4,40.2),CL=[34.4,41.0),BD=[15.4,18.5)} => {CW=[39.6,47.1)}",0.11,1,3.7037037037037,22
"{index=[30.4,40.2),RW=[11.98,14.72),BD=[15.4,18.5)} => {CW=[39.6,47.1)}",0.075,1,3.7037037037037,15
"{sex=[0.0,0.2),index=[30.4,40.2),BD=[15.4,18.5)} => {CW=[39.6,47.1)}",0.075,1,3.7037037037037,15
"{index=[30.4,40.2),RW=[11.98,14.72),BD=[15.4,18.5)} => {CL=[34.4,41.0)}",0.075,1,3.50877192982456,15
"{sex=[0.0,0.2),index=[30.4,40.2),BD=[15.4,18.5)} => {CL=[34.4,41.0)}",0.075,1,3.50877192982456,15
"{index=[30.4,40.2),RW=[11.98,14.72),BD=[15.4,18.5)} => {sex=[0.0,0.2)}",0.075,1,2,15
"{sex=[0.0,0.2),index=[30.4,40.2),BD=[15.4,18.5)} => {RW=[11.98,14.72)}",0.075,1,2.53164556962025,15
"{index=[30.4,40.2),FL=[16.7,19.9),CW=[39.6,47.1)} => {CL=[34.4,41.0)}",0.11,1,3.50877192982456,22
"{index=[30.4,40.2),FL=[16.7,19.9),CL=[34.4,41.0)} => {CW=[39.6,47.1)}",0.11,0.956521739130435,3.5426731078905,22
"{sex=[0.0,0.2),index=[30.4,40.2),FL=[16.7,19.9)} => {CW=[39.6,47.1)}",0.075,1,3.7037037037037,15
"{index=[30.4,40.2),FL=[16.7,19.9),RW=[11.98,14.72)} => {CL=[34.4,41.0)}",0.08,1,3.50877192982456,16
