"rules","support","confidence","lift","count"
"{FL=[ 7.2,11.2),BD=[ 6.10, 9.97)} => {RW=[ 6.50, 9.93)}",0.11,1,7.14285714285714,22
"{FL=[ 7.2,11.2),RW=[ 6.50, 9.93)} => {BD=[ 6.10, 9.97)}",0.11,1,8,22
"{RW=[ 6.50, 9.93),BD=[ 6.10, 9.97)} => {FL=[ 7.2,11.2)}",0.11,0.916666666666667,8.33333333333333,22
"{FL=[ 7.2,11.2),BD=[ 6.10, 9.97)} => {index=[ 1.0,13.2)}",0.11,1,3.84615384615385,22
"{index=[ 1.0,13.2),FL=[ 7.2,11.2)} => {BD=[ 6.10, 9.97)}",0.11,1,8,22
"{sex=[0.75,1.00],FL=[ 7.2,11.2)} => {BD=[ 6.10, 9.97)}",0.06,1,8,12
"{sex=[0.00,0.25),FL=[ 7.2,11.2)} => {BD=[ 6.10, 9.97)}",0.05,1,8,10
"{sex=[0.00,0.25),BD=[ 6.10, 9.97)} => {FL=[ 7.2,11.2)}",0.05,0.909090909090909,8.26446280991735,10
"{FL=[ 7.2,11.2),RW=[ 6.50, 9.93)} => {index=[ 1.0,13.2)}",0.11,1,3.84615384615385,22
"{index=[ 1.0,13.2),FL=[ 7.2,11.2)} => {RW=[ 6.50, 9.93)}",0.11,1,7.14285714285714,22
"{sex=[0.75,1.00],FL=[ 7.2,11.2)} => {RW=[ 6.50, 9.93)}",0.06,1,7.14285714285714,12
"{sex=[0.75,1.00],RW=[ 6.50, 9.93)} => {FL=[ 7.2,11.2)}",0.06,0.923076923076923,8.39160839160839,12
"{sex=[0.00,0.25),FL=[ 7.2,11.2)} => {RW=[ 6.50, 9.93)}",0.05,1,7.14285714285714,10
"{sex=[0.75,1.00],FL=[ 7.2,11.2)} => {index=[ 1.0,13.2)}",0.06,1,3.84615384615385,12
"{sex=[0.00,0.25),FL=[ 7.2,11.2)} => {index=[ 1.0,13.2)}",0.05,1,3.84615384615385,10
"{CL=[14.7,22.9),CW=[17.1,26.5)} => {BD=[ 6.10, 9.97)}",0.105,0.954545454545455,7.63636363636364,21
"{CL=[14.7,22.9),BD=[ 6.10, 9.97)} => {CW=[17.1,26.5)}",0.105,0.954545454545455,8.300395256917,21
"{CW=[17.1,26.5),BD=[ 6.10, 9.97)} => {CL=[14.7,22.9)}",0.105,1,8.69565217391304,21
"{CL=[14.7,22.9),CW=[17.1,26.5)} => {RW=[ 6.50, 9.93)}",0.11,1,7.14285714285714,22
"{RW=[ 6.50, 9.93),CL=[14.7,22.9)} => {CW=[17.1,26.5)}",0.11,1,8.69565217391304,22
"{RW=[ 6.50, 9.93),CW=[17.1,26.5)} => {CL=[14.7,22.9)}",0.11,0.956521739130435,8.31758034026465,22
"{CL=[14.7,22.9),CW=[17.1,26.5)} => {index=[ 1.0,13.2)}",0.11,1,3.84615384615385,22
"{index=[ 1.0,13.2),CL=[14.7,22.9)} => {CW=[17.1,26.5)}",0.11,0.956521739130435,8.31758034026465,22
"{index=[ 1.0,13.2),CW=[17.1,26.5)} => {CL=[14.7,22.9)}",0.11,0.956521739130435,8.31758034026465,22
"{sex=[0.75,1.00],CL=[14.7,22.9)} => {CW=[17.1,26.5)}",0.065,0.928571428571429,8.07453416149068,13
"{sex=[0.75,1.00],CW=[17.1,26.5)} => {CL=[14.7,22.9)}",0.065,1,8.69565217391304,13
"{CL=[14.7,22.9),BD=[ 6.10, 9.97)} => {RW=[ 6.50, 9.93)}",0.105,0.954545454545455,6.81818181818182,21
"{RW=[ 6.50, 9.93),CL=[14.7,22.9)} => {BD=[ 6.10, 9.97)}",0.105,0.954545454545455,7.63636363636364,21
"{CL=[14.7,22.9),BD=[ 6.10, 9.97)} => {index=[ 1.0,13.2)}",0.11,1,3.84615384615385,22
"{index=[ 1.0,13.2),CL=[14.7,22.9)} => {BD=[ 6.10, 9.97)}",0.11,0.956521739130435,7.65217391304348,22
"{sex=[0.75,1.00],CL=[14.7,22.9)} => {BD=[ 6.10, 9.97)}",0.07,1,8,14
"{sex=[0.75,1.00],BD=[ 6.10, 9.97)} => {CL=[14.7,22.9)}",0.07,1,8.69565217391304,14
"{RW=[ 6.50, 9.93),CL=[14.7,22.9)} => {index=[ 1.0,13.2)}",0.11,1,3.84615384615385,22
"{index=[ 1.0,13.2),CL=[14.7,22.9)} => {RW=[ 6.50, 9.93)}",0.11,0.956521739130435,6.83229813664596,22
"{sex=[0.75,1.00],CL=[14.7,22.9)} => {RW=[ 6.50, 9.93)}",0.065,0.928571428571429,6.63265306122449,13
"{sex=[0.75,1.00],RW=[ 6.50, 9.93)} => {CL=[14.7,22.9)}",0.065,1,8.69565217391304,13
"{sex=[0.75,1.00],CL=[14.7,22.9)} => {index=[ 1.0,13.2)}",0.07,1,3.84615384615385,14
"{CW=[17.1,26.5),BD=[ 6.10, 9.97)} => {RW=[ 6.50, 9.93)}",0.105,1,7.14285714285714,21
"{RW=[ 6.50, 9.93),CW=[17.1,26.5)} => {BD=[ 6.10, 9.97)}",0.105,0.91304347826087,7.30434782608696,21
"{CW=[17.1,26.5),BD=[ 6.10, 9.97)} => {index=[ 1.0,13.2)}",0.105,1,3.84615384615385,21
"{index=[ 1.0,13.2),CW=[17.1,26.5)} => {BD=[ 6.10, 9.97)}",0.105,0.91304347826087,7.30434782608696,21
"{sex=[0.75,1.00],CW=[17.1,26.5)} => {BD=[ 6.10, 9.97)}",0.065,1,8,13
"{sex=[0.75,1.00],BD=[ 6.10, 9.97)} => {CW=[17.1,26.5)}",0.065,0.928571428571429,8.07453416149068,13
"{RW=[ 6.50, 9.93),CW=[17.1,26.5)} => {index=[ 1.0,13.2)}",0.115,1,3.84615384615385,23
"{index=[ 1.0,13.2),CW=[17.1,26.5)} => {RW=[ 6.50, 9.93)}",0.115,1,7.14285714285714,23
"{sex=[0.75,1.00],CW=[17.1,26.5)} => {RW=[ 6.50, 9.93)}",0.065,1,7.14285714285714,13
"{sex=[0.75,1.00],RW=[ 6.50, 9.93)} => {CW=[17.1,26.5)}",0.065,1,8.69565217391304,13
"{sex=[0.00,0.25),CW=[17.1,26.5)} => {RW=[ 6.50, 9.93)}",0.05,1,7.14285714285714,10
"{sex=[0.75,1.00],CW=[17.1,26.5)} => {index=[ 1.0,13.2)}",0.065,1,3.84615384615385,13
"{sex=[0.00,0.25),CW=[17.1,26.5)} => {index=[ 1.0,13.2)}",0.05,1,3.84615384615385,10
"{RW=[ 6.50, 9.93),BD=[ 6.10, 9.97)} => {index=[ 1.0,13.2)}",0.12,1,3.84615384615385,24
"{index=[ 1.0,13.2),BD=[ 6.10, 9.97)} => {RW=[ 6.50, 9.93)}",0.12,0.96,6.85714285714286,24
"{sex=[0.75,1.00],BD=[ 6.10, 9.97)} => {RW=[ 6.50, 9.93)}",0.065,0.928571428571429,6.63265306122449,13
"{sex=[0.75,1.00],RW=[ 6.50, 9.93)} => {BD=[ 6.10, 9.97)}",0.065,1,8,13
"{sex=[0.00,0.25),BD=[ 6.10, 9.97)} => {RW=[ 6.50, 9.93)}",0.055,1,7.14285714285714,11
"{sex=[0.75,1.00],BD=[ 6.10, 9.97)} => {index=[ 1.0,13.2)}",0.07,1,3.84615384615385,14
"{sex=[0.00,0.25),BD=[ 6.10, 9.97)} => {index=[ 1.0,13.2)}",0.055,1,3.84615384615385,11
"{CW=[45.2,54.6],BD=[17.73,21.60]} => {FL=[19.1,23.1]}",0.12,0.96,5.64705882352941,24
"{FL=[19.1,23.1],CW=[45.2,54.6]} => {BD=[17.73,21.60]}",0.12,0.96,5.81818181818182,24
"{CW=[45.2,54.6],BD=[17.73,21.60]} => {CL=[39.4,47.6]}",0.125,1,5.71428571428571,25
"{CL=[39.4,47.6],CW=[45.2,54.6]} => {BD=[17.73,21.60]}",0.125,0.961538461538462,5.82750582750583,25
"{CW=[45.2,54.6],BD=[17.73,21.60]} => {index=[37.8,50.0]}",0.125,1,3.84615384615385,25
"{index=[37.8,50.0],CW=[45.2,54.6]} => {BD=[17.73,21.60]}",0.125,0.961538461538462,5.82750582750583,25
"{RW=[13.35,16.77),CW=[45.2,54.6]} => {BD=[17.73,21.60]}",0.075,0.9375,5.68181818181818,15
"{sex=[0.75,1.00],CW=[45.2,54.6]} => {BD=[17.73,21.60]}",0.05,1,6.06060606060606,10
"{sex=[0.00,0.25),CW=[45.2,54.6]} => {BD=[17.73,21.60]}",0.075,0.9375,5.68181818181818,15
"{FL=[19.1,23.1],CW=[45.2,54.6]} => {CL=[39.4,47.6]}",0.125,1,5.71428571428571,25
"{CL=[39.4,47.6],CW=[45.2,54.6]} => {FL=[19.1,23.1]}",0.125,0.961538461538462,5.65610859728507,25
"{FL=[19.1,23.1],CW=[45.2,54.6]} => {index=[37.8,50.0]}",0.125,1,3.84615384615385,25
"{index=[37.8,50.0],CW=[45.2,54.6]} => {FL=[19.1,23.1]}",0.125,0.961538461538462,5.65610859728507,25
"{RW=[13.35,16.77),CW=[45.2,54.6]} => {FL=[19.1,23.1]}",0.075,0.9375,5.51470588235294,15
"{sex=[0.75,1.00],CW=[45.2,54.6]} => {FL=[19.1,23.1]}",0.05,1,5.88235294117647,10
"{sex=[0.00,0.25),CW=[45.2,54.6]} => {FL=[19.1,23.1]}",0.075,0.9375,5.51470588235294,15
"{CL=[39.4,47.6],CW=[45.2,54.6]} => {index=[37.8,50.0]}",0.13,1,3.84615384615385,26
"{index=[37.8,50.0],CW=[45.2,54.6]} => {CL=[39.4,47.6]}",0.13,1,5.71428571428571,26
"{RW=[13.35,16.77),CW=[45.2,54.6]} => {CL=[39.4,47.6]}",0.08,1,5.71428571428571,16
"{sex=[0.75,1.00],CW=[45.2,54.6]} => {CL=[39.4,47.6]}",0.05,1,5.71428571428571,10
"{sex=[0.00,0.25),CW=[45.2,54.6]} => {CL=[39.4,47.6]}",0.08,1,5.71428571428571,16
"{RW=[13.35,16.77),CW=[45.2,54.6]} => {index=[37.8,50.0]}",0.08,1,3.84615384615385,16
"{sex=[0.75,1.00],CW=[45.2,54.6]} => {index=[37.8,50.0]}",0.05,1,3.84615384615385,10
"{sex=[0.00,0.25),CW=[45.2,54.6]} => {index=[37.8,50.0]}",0.08,1,3.84615384615385,16
"{RW=[13.35,16.77),CW=[45.2,54.6]} => {sex=[0.00,0.25)}",0.075,0.9375,1.875,15
"{sex=[0.00,0.25),CW=[45.2,54.6]} => {RW=[13.35,16.77)}",0.075,0.9375,2.5,15
"{sex=[0.75,1.00],RW=[ 6.50, 9.93)} => {index=[ 1.0,13.2)}",0.065,1,3.84615384615385,13
"{sex=[0.00,0.25),RW=[ 6.50, 9.93)} => {index=[ 1.0,13.2)}",0.075,1,3.84615384615385,15
"{FL=[19.1,23.1],BD=[17.73,21.60]} => {CL=[39.4,47.6]}",0.15,0.967741935483871,5.52995391705069,30
"{CL=[39.4,47.6],BD=[17.73,21.60]} => {FL=[19.1,23.1]}",0.15,0.967741935483871,5.69259962049336,30
"{FL=[19.1,23.1],CL=[39.4,47.6]} => {BD=[17.73,21.60]}",0.15,0.909090909090909,5.50964187327824,30
"{FL=[19.1,23.1],BD=[17.73,21.60]} => {index=[37.8,50.0]}",0.145,0.935483870967742,3.59801488833747,29
"{index=[37.8,50.0],BD=[17.73,21.60]} => {FL=[19.1,23.1]}",0.145,0.935483870967742,5.50284629981025,29
"{index=[37.8,50.0],FL=[19.1,23.1]} => {BD=[17.73,21.60]}",0.145,0.90625,5.49242424242424,29
"{RW=[13.35,16.77),BD=[17.73,21.60]} => {FL=[19.1,23.1]}",0.1,0.909090909090909,5.3475935828877,20
"{sex=[0.75,1.00],BD=[17.73,21.60]} => {FL=[19.1,23.1]}",0.07,1,5.88235294117647,14
"{sex=[0.00,0.25),FL=[19.1,23.1]} => {BD=[17.73,21.60]}",0.085,0.944444444444444,5.72390572390572,17
"{CL=[39.4,47.6],BD=[17.73,21.60]} => {index=[37.8,50.0]}",0.145,0.935483870967742,3.59801488833747,29
"{index=[37.8,50.0],BD=[17.73,21.60]} => {CL=[39.4,47.6]}",0.145,0.935483870967742,5.34562211981567,29
"{RW=[13.35,16.77),BD=[17.73,21.60]} => {CL=[39.4,47.6]}",0.1,0.909090909090909,5.19480519480519,20
"{sex=[0.75,1.00],BD=[17.73,21.60]} => {CL=[39.4,47.6]}",0.07,1,5.71428571428571,14
"{RW=[13.35,16.77),BD=[17.73,21.60]} => {index=[37.8,50.0]}",0.1,0.909090909090909,3.4965034965035,20
"{sex=[0.00,0.25),BD=[17.73,21.60]} => {index=[37.8,50.0]}",0.095,1,3.84615384615385,19
"{sex=[0.00,0.25),BD=[17.73,21.60]} => {RW=[13.35,16.77)}",0.09,0.947368421052632,2.52631578947368,18
"{FL=[19.1,23.1],CL=[39.4,47.6]} => {index=[37.8,50.0]}",0.155,0.939393939393939,3.61305361305361,31
"{index=[37.8,50.0],FL=[19.1,23.1]} => {CL=[39.4,47.6]}",0.155,0.96875,5.53571428571429,31
"{index=[37.8,50.0],CL=[39.4,47.6]} => {FL=[19.1,23.1]}",0.155,0.939393939393939,5.52584670231729,31
"{FL=[19.1,23.1],RW=[13.35,16.77)} => {CL=[39.4,47.6]}",0.11,0.956521739130435,5.46583850931677,22
"{RW=[13.35,16.77),CL=[39.4,47.6]} => {FL=[19.1,23.1]}",0.11,0.916666666666667,5.3921568627451,22
"{sex=[0.75,1.00],FL=[19.1,23.1]} => {CL=[39.4,47.6]}",0.08,1,5.71428571428571,16
"{sex=[0.75,1.00],CL=[39.4,47.6]} => {FL=[19.1,23.1]}",0.08,1,5.88235294117647,16
"{sex=[0.00,0.25),FL=[19.1,23.1]} => {CL=[39.4,47.6]}",0.085,0.944444444444444,5.3968253968254,17
"{FL=[19.1,23.1],RW=[13.35,16.77)} => {index=[37.8,50.0]}",0.105,0.91304347826087,3.51170568561873,21
"{sex=[0.00,0.25),FL=[19.1,23.1]} => {index=[37.8,50.0]}",0.09,1,3.84615384615385,18
"{sex=[0.00,0.25),FL=[19.1,23.1]} => {RW=[13.35,16.77)}",0.085,0.944444444444444,2.51851851851852,17
"{RW=[13.35,16.77),CL=[39.4,47.6]} => {index=[37.8,50.0]}",0.11,0.916666666666667,3.52564102564103,22
"{sex=[0.00,0.25),CL=[39.4,47.6]} => {index=[37.8,50.0]}",0.095,1,3.84615384615385,19
"{sex=[0.00,0.25),CL=[39.4,47.6]} => {RW=[13.35,16.77)}",0.09,0.947368421052632,2.52631578947368,18
"{index=[13.2,25.5),CL=[22.9,31.2)} => {CW=[26.5,35.9)}",0.15,1,2.85714285714286,30
"{index=[13.2,25.5),CL=[22.9,31.2)} => {FL=[11.2,15.2)}",0.135,0.9,2.53521126760563,27
"{index=[13.2,25.5),CL=[22.9,31.2)} => {BD=[ 9.97,13.85)}",0.14,0.933333333333333,2.55707762557078,28
"{index=[13.2,25.5),CL=[22.9,31.2)} => {RW=[ 9.93,13.35)}",0.14,0.933333333333333,2.19607843137255,28
"{index=[13.2,25.5),CW=[26.5,35.9)} => {RW=[ 9.93,13.35)}",0.16,0.914285714285714,2.15126050420168,32
"{index=[13.2,25.5),FL=[11.2,15.2)} => {BD=[ 9.97,13.85)}",0.15,0.9375,2.56849315068493,30
"{index=[13.2,25.5),FL=[11.2,15.2)} => {RW=[ 9.93,13.35)}",0.16,1,2.35294117647059,32
"{index=[13.2,25.5),BD=[ 9.97,13.85)} => {RW=[ 9.93,13.35)}",0.155,0.911764705882353,2.14532871972318,31
"{index=[13.2,25.5),RW=[13.35,16.77)} => {FL=[15.2,19.1)}",0.06,1,2.73972602739726,12
"{index=[13.2,25.5),RW=[13.35,16.77)} => {sex=[0.75,1.00]}",0.06,1,2,12
"{index=[13.2,25.5),CW=[35.9,45.2)} => {CL=[31.2,39.4)}",0.065,1,2.53164556962025,13
"{sex=[0.00,0.25),index=[13.2,25.5)} => {RW=[ 9.93,13.35)}",0.12,1,2.35294117647059,24
"{index=[25.5,37.8),BD=[13.85,17.73)} => {FL=[15.2,19.1)}",0.165,0.942857142857143,2.58317025440313,33
"{index=[25.5,37.8),FL=[15.2,19.1)} => {BD=[13.85,17.73)}",0.165,0.942857142857143,2.73291925465838,33
"{index=[25.5,37.8),BD=[13.85,17.73)} => {CL=[31.2,39.4)}",0.175,1,2.53164556962025,35
"{index=[25.5,37.8),BD=[13.85,17.73)} => {CW=[35.9,45.2)}",0.175,1,2.46913580246914,35
"{sex=[0.00,0.25),index=[25.5,37.8)} => {BD=[13.85,17.73)}",0.11,0.916666666666667,2.65700483091787,22
"{index=[25.5,37.8),FL=[11.2,15.2)} => {sex=[0.75,1.00]}",0.055,1,2,11
"{index=[25.5,37.8),FL=[15.2,19.1)} => {CL=[31.2,39.4)}",0.175,1,2.53164556962025,35
"{index=[25.5,37.8),FL=[15.2,19.1)} => {CW=[35.9,45.2)}",0.175,1,2.46913580246914,35
"{sex=[0.00,0.25),index=[25.5,37.8)} => {FL=[15.2,19.1)}",0.12,1,2.73972602739726,24
"{index=[25.5,37.8),RW=[13.35,16.77)} => {CL=[31.2,39.4)}",0.11,0.916666666666667,2.32067510548523,22
"{index=[25.5,37.8),RW=[13.35,16.77)} => {CW=[35.9,45.2)}",0.12,1,2.46913580246914,24
"{index=[25.5,37.8),CL=[31.2,39.4)} => {CW=[35.9,45.2)}",0.2,1,2.46913580246914,40
"{index=[25.5,37.8),CW=[35.9,45.2)} => {CL=[31.2,39.4)}",0.2,0.952380952380952,2.41109101868596,40
"{sex=[0.00,0.25),index=[25.5,37.8)} => {CL=[31.2,39.4)}",0.12,1,2.53164556962025,24
"{sex=[0.00,0.25),index=[25.5,37.8)} => {CW=[35.9,45.2)}",0.12,1,2.46913580246914,24
"{index=[ 1.0,13.2),CL=[22.9,31.2)} => {CW=[26.5,35.9)}",0.13,0.962962962962963,2.75132275132275,26
